chr17	162553	0.0718927593399374
chr17	163755	0.0724243711633218
chr17	164114	0.0725831470739665
chr17	164626	0.0728095907125462
chr17	165672	0.0732722079898009
chr17	169110	0.0747927416410451
chr17	169598	0.0750085707340664
chr17	203220	1.07034270749e-06
chr17	203415	0.00020978717066804
chr17	212855	0.0103138223293736
chr17	215560	0.0855150961165705
chr17	216884	0.0635380308339479
chr17	220063	0.0674448203841512
chr17	222292	0.101751982726311
chr17	222696	0.10995062921424
chr17	223472	0.111145302728375
chr17	223631	0.111390087636554
chr17	228441	0.118795215990918
chr17	228591	0.119026145149578
chr17	231345	0.118770876497012
chr17	231670	0.121106840714599
chr17	232290	0.125563141683534
chr17	233178	0.131945714684202
chr17	233382	0.133411981454626
chr17	234415	0.128834717081644
chr17	234991	0.134113071938751
chr17	237011	0.152652027980419
chr17	237970	0.175873163564157
chr17	238734	0.178065064555637
chr17	239022	0.178891330897975
chr17	240638	0.183527603152204
chr17	248397	0.17896770340592
chr17	252418	0.203173820961493
chr17	253678	0.211593047375724
chr17	259538	0.237698042446957
chr17	259909	0.239395427598173
chr17	260234	0.240882355291288
chr17	260788	0.223315435237969
chr17	260852	0.224085255460004
chr17	263243	0.321789228088808
chr17	264003	0.294669163017629
chr17	264878	0.420371131919812
chr17	269591	0.432439224695428
chr17	270383	0.434467217370643
chr17	273940	0.435685995679913
chr17	276101	0.445632260886978
chr17	276910	0.449355781734972
chr17	278598	0.449373028746567
chr17	279434	0.477529077272864
chr17	279666	0.481158682143774
chr17	282127	0.485618995747242
chr17	283988	0.488991870032513
chr17	284391	0.4813122646271
chr17	285519	0.484869273996318
chr17	291244	0.502922357895936
chr17	296637	0.490023909351165
chr17	302571	0.545227099506641
chr17	305703	0.63166423975332
chr17	313487	0.693697154345859
chr17	324115	0.71907368323504
chr17	324330	0.719546636043527
chr17	325772	0.722718719531146
chr17	338802	0.767067571163195
chr17	343397	0.898198316870843
chr17	348907	0.899432886224469
chr17	354968	0.907042747054539
chr17	358431	0.931281540423828
chr17	360023	0.953106809332139
chr17	360629	0.96690068061738
chr17	362940	0.978724980654086
chr17	368038	0.993944470895118
chr17	368354	0.994159306900753
chr17	371235	0.996117985800235
chr17	379187	1.01712016871641
chr17	388402	1.02390176610855
chr17	395394	1.0337225348342
chr17	409123	1.0572150369546
chr17	409857	1.07469046428318
chr17	409973	1.07476019009637
chr17	410956	1.07535105625469
chr17	421142	1.08147370395424
chr17	427811	1.10572266050651
chr17	435486	1.08821979046645
chr17	436199	1.08863540127218
chr17	436858	1.08901953524269
chr17	437572	1.08943572895277
chr17	438357	1.08989330887212
chr17	440669	1.09124098374287
chr17	443347	1.09280200160786
chr17	445492	1.09405233145118
chr17	445986	1.11856600479864
chr17	446651	1.12837209601959
chr17	494867	1.12868511677467
chr17	497719	1.15480625806246
chr17	498607	1.15752617199293
chr17	501377	1.14795167754428
chr17	508129	1.1730671001862
chr17	513155	1.17634004427849
chr17	516793	1.18512304743512
chr17	521859	1.19442652183886
chr17	527005	1.19616934402898
chr17	531370	1.19764766094694
chr17	532656	1.1980831971569
chr17	537257	1.19964144140422
chr17	549450	1.19280674519726
chr17	549658	1.22319221670556
chr17	552574	1.23579707302392
chr17	559803	1.22556318290394
chr17	560603	1.25308655693269
chr17	584197	1.25374767504955
chr17	585020	1.2538966437088
chr17	586191	1.25410860276102
chr17	600519	1.25776681449204
chr17	600978	1.25805484340439
chr17	601219	1.25820607427122
chr17	607916	1.26087200270923
chr17	614179	1.26252875527501
chr17	623667	1.26503861769624
chr17	625628	1.26555736139439
chr17	648076	1.27012722279088
chr17	650840	1.27412160997102
chr17	674940	1.28400752933505
chr17	695000	1.28572664982794
chr17	696684	1.28587096682246
chr17	704969	1.28658098243979
chr17	715725	1.29334184027354
chr17	716602	1.2935812624607
chr17	717171	1.29373660023092
chr17	721436	1.29490095100426
chr17	729665	1.30258614641576
chr17	729948	1.30306527107005
chr17	731840	1.30626846487181
chr17	733582	1.3092177056766
chr17	740186	1.29999494395406
chr17	744748	1.30097454216482
chr17	744917	1.301010831533
chr17	745258	1.30108405445932
chr17	745827	1.30120623582318
chr17	745992	1.3012416662714
chr17	750578	1.30222641800191
chr17	753640	1.30288392122886
chr17	773986	1.31886772385807
chr17	781489	1.31994485627112
chr17	782400	1.32007563964154
chr17	782512	1.32009171838741
chr17	794936	1.32414770465441
chr17	796780	1.36940807200229
chr17	797758	1.33266456021475
chr17	797882	1.39963269765334
chr17	802769	1.40431237566935
chr17	807077	1.40856620728932
chr17	816212	1.42126079789042
chr17	823892	1.48501473647246
chr17	824790	1.48628141814549
chr17	829043	1.4916418647356
chr17	830498	1.48893452863549
chr17	830647	1.49259262521323
chr17	831107	1.49282042470068
chr17	832061	1.49567104173806
